paras,rewards
[ 8  6 15  7  1  0],0.9277942528747521
[11  7 20 15  3  0],0.8743972252190004
[ 0  3 10 12  8  0],0.842607384934923
[ 4  3  5 10  0  1],0.9338913029761714
[0 1 3 1 1 1],0.9463529151957168
[6 9 7 4 8 0],0.9120224218771819
[0 8 1 1 8 1],0.8888961437929455
[ 8  3  0 16  1  1],0.9160944486795846
[ 4  8 17  4  3  1],0.9290607005323864
[ 8  9 12  1  0  1],0.9583021300628168
[ 3  6 16  6  7  0],0.8899067160126565
[ 1  9  2 17  0  0],0.9079646175599594
[ 1  1  9 19  4  1],0.8594027176841863
[ 8  1 13  9  7  1],0.8062602725131597
[5 0 7 0 1 0],0.8764319456670036
[ 0  9  9 16  1  1],0.9056740216740331
[ 4  8 11 17  0  0],0.9036386547494308
[ 1  2  5 20  4  1],0.8588929062381372
[ 3  4 20  3  3  1],0.9308427779254618
[ 2  8  9 10  2  0],0.903385365217904
[ 1  0 19  5  3  0],0.8125950967077273
[ 1  7 15  7  3  1],0.9204120072943247
[ 0  7 15 15  0  1],0.9219446740154678
[3 4 8 2 4 0],0.9402500468049058
[ 1  5  9 14  3  0],0.8769385247300572
[ 6  2 16 13  4  0],0.8764332386202017
[ 3  0  3 10  7  0],0.743169069663284
[7 4 7 1 5 0],0.9440642587395879
[ 5  4  9 11  2  1],0.9125309403700328
[10  8 12  0  8  0],0.931606525379637
[2 7 0 6 5 1],0.9127829369483615
[ 4  1  6 13  2  0],0.8916823286397408
[10  9  2 17  3  1],0.8835492651371202
[ 7  6 19 16  6  0],0.8433743647720937
[ 7  9 17  5  7  1],0.8565984314926162
[10  1 19  0  5  1],0.9013519377230991
[2 0 6 5 6 0],0.7614977156102894
[ 2  2  3 12  8  1],0.7701412370355583
[6 9 0 2 7 0],0.9377042219576552
[ 1  4 14 18  8  1],0.7470272420067048
[ 2  8  7 18  8  0],0.8024260198039055
[ 8  8 16  1  2  1],0.9468633731183651
[ 1  8 17  7  2  1],0.9214322766630223
[ 3  0 12 14  5  1],0.7068432909692908
[8 0 9 9 3 1],0.7714290184209629
[ 3  3  9 18  6  0],0.826843958133141
[6 9 2 5 4 1],0.9272786231393111
[1 1 0 6 1 1],0.9303297340964171
[8 0 5 6 2 0],0.8375318971553996
[ 8  2  0 18  1  1],0.9089738968264722
[ 4  7 10 15  1  1],0.9148189503495628
[ 4  1 16 11  4  1],0.8827855176829451
[11  2 15  8  0  0],0.92855606089913
[ 4  9  1 14  6  1],0.8423663784587792
[0 9 0 0 5 1],0.9682172709585128
[ 0  3 10  2  6  1],0.9125509811446049
[ 9  8 20 16  7  0],0.8306542912082286
[11  4  1 16  7  1],0.7927861486441059
[ 8  0 14 10  0  1],0.8909166417557683
[11  8 14 15  8  0],0.8301444797621793
[ 2  8 14 11  7  0],0.8601587074191723
[5 8 8 7 3 1],0.9257517747075599
[ 0  8 13 19  0  0],0.8982930690468038
[2 2 7 1 2 1],0.9572838001239166
[ 2  6 20 17  8  0],0.8113247701904985
[ 7  9 10 14  5  1],0.8644840237531017
[10  6 13  6  2  0],0.9229565391883771
[2 4 3 7 7 0],0.8888870931205581
[ 2  1 11  0  2  1],0.9377042219576552
[ 5  6 11  6  1  1],0.9422808883933143
[10  2  8  3  6  0],0.9285489496565399
[ 1  2  9 14  4  0],0.8690490536099771
[ 4  6  0 10  8  1],0.7866658253851191
[2 3 9 2 8 0],0.9219401486792742
[9 0 7 4 1 0],0.8716013432232186
[5 4 7 5 6 0],0.9097318259912555
[ 7  5 16 20  1  0],0.8789674268886685
[ 5  9 12 15  2  0],0.8815145446891172
[10  3 12 14  4  1],0.877706797520426
[ 3  6 14 11  0  1],0.9288093504306569
[ 8  3  1 13  8  1],0.7655678029828947
[7 8 5 5 4 1],0.9267675187400637
[ 4  5  4 16  5  1],0.8555794550771169
[10  8 18 17  4  0],0.8555775156473195
[7 2 9 7 4 0],0.9066871798001405
[11  0  4  9  1  0],0.8693068684776976
[7 5 0 6 0 1],0.9450812957252899
[ 7  6  5 13  0  0],0.91431172480991
[11  5 19  6  4  0],0.9033814863583094
[ 4  1  3 10  4  0],0.884056490676773
[ 4  6  1 13  1  0],0.9043959374376149
[ 1  3  7 13  4  0],0.8736367101478207
[ 5  2 12 20  0  0],0.9010941228553786
[11  6  8 15  4  0],0.8639709799240571
[ 6  0  4 10  1  1],0.8563464349142875
[ 2  1 11  0  0  1],0.9455859353585463
[ 2  1 17  7  8  0],0.8670246767875596
[ 5  8 18  5  1  0],0.9252484280275016
[9 5 9 5 3 0],0.9239742226506782
[ 4  3 20 18  8  1],0.7439748380964005
[11  5 17  7  7  0],0.8855826926319252
[ 7  8 11  6  1  1],0.9392284844830101
[ 9  2 17 12  6  0],0.8642268553619803
[6 2 5 2 7 0],0.935160336540202
[10  5 10  3  5  1],0.9206704686386444
[6 3 8 4 5 0],0.9252445491679071
[11  8  3  3  6  1],0.9163535565005032
[ 0  9 15  3  8  0],0.9066807150341495
[ 5  6  1 20  3  0],0.8507475596801337
[ 3  9 11  2  7  0],0.9224518995551206
[ 2  9  9 20  7  0],0.7800460343056685
[ 9  1  0 17  5  1],0.8489706540998512
[ 3  5 19  1  2  1],0.9440642587395879
[9 4 3 9 2 1],0.9224486671721251
[11  8  8 15  8  1],0.762525096221577
[6 9 2 6 0 1],0.9455891677415418
[10  8 10  3  6  0],0.923209828719904
[11  2 10  6  2  1],0.9354155655015262
[2 6 1 3 2 0],0.9438077368250655
[ 7  0 20  4  4  1],0.7348098686462987
[ 7  9 18 18  0  1],0.9140610211847795
[ 0  2  3 20  3  1],0.8667739731624291
[ 4  0 13 13  0  1],0.8883721098617161
[ 7  7 16  6  1  1],0.9374515789027276
[2 6 3 0 7 1],0.9222044283129858
[ 9  8 15 12  2  0],0.8955023588638148
[ 7  4 18 11  1  1],0.9247379701048533
[ 4  3  4 16  7  0],0.8304022946298999
[ 3  2 13 11  5  1],0.8810137839154553
[10  2  7 11  3  1],0.9041471732422819
[ 1  7 17 14  3  1],0.8914309785380112
[11  6  0 11  8  0],0.851002788641458
[ 3  5 18  2  7  1],0.8688138654232249
[ 4  5  4 14  3  1],0.8919414364606596
[10  3 17 13  5  1],0.8667720337326318
[ 8  2  4 18  8  0],0.8044555684391159
[ 8  8 14 12  0  1],0.9295724514082329
[6 9 4 7 8 0],0.879987696257366
[11  2  5 17  6  1],0.8332136920640602
[ 8  1  5 12  4  0],0.8784679590682049
[ 3  6  9 16  6  1],0.8375299577256022
[ 8  0 20 16  2  1],0.8087944607816264
[ 5  3 19  6  5  1],0.9018520520201618
[ 6  7  6 20  0  1],0.913548623832334
[ 1  2 15  4  8  1],0.8271024194774608
[ 3  9 17  9  5  1],0.8853345749131911
[11  1 13 20  7  1],0.7666068201729661
[ 3  8 20 18  1  0],0.887360891165406
[ 2  1 13  1  1  1],0.9417736628536615
[9 6 3 3 1 0],0.9483863426905218
[ 9  2 12 14  4  1],0.8779600870519529
[1 9 4 4 3 1],0.9407566258679595
[5 6 7 7 5 1],0.9013493518167026
[ 0  1  6 19  1  1],0.9018643350755446
[ 6  9  4 20  3  1],0.8721111546692677
[11  1 13  6  6  1],0.8774548009420974
[0 4 2 0 0 0],0.9694863045225435
[ 0  8  5 14  6  1],0.8411005772777439
[3 2 6 6 7 0],0.8947353790266441
[ 0  2 16  0  6  1],0.9117717182520514
[ 9  9  8 15  8  1],0.7617613487674019
[8 4 6 6 4 0],0.9112619068060022
[ 5  7 14 10  4  1],0.8934663454626135
[9 8 7 6 0 0],0.937962683301975
[ 1  6 18 20  2  1],0.8838051405750436
[ 6  1 17  9  5  0],0.8858372751166502
[8 9 4 3 3 0],0.9417749558068598
[10  3  5  1  0  0],0.9593172276187215
[ 5  4 13 15  7  0],0.8418455769105452
[ 3  7 13 11  1  0],0.9122802367449023
[ 3  3 19  2  7  0],0.9069437017146629
[5 5 9 4 0 1],0.950421709615124
[11  1  8  4  5  0],0.9163477382111114
[ 1  9  7 14  2  1],0.9043946444844169
[1 0 9 2 0 0],0.8909192276621647
[ 2  0  9 20  8  1],0.5761352904852091
[ 3  1  3 18  6  1],0.8184640698649847
[ 8  5  3 10  7  1],0.8288896686833289
[7 9 7 8 5 0],0.8916862074993355
[8 4 3 6 1 1],0.9417756022834588
[ 2  8  0 17  4  1],0.8675351347102078
[0 0 1 4 2 1],0.8128587298648399
[ 0  4  0 19  4  0],0.8227777496201303
[10  6 10 15  6  0],0.8517639501892367
[ 7  2 13  6  6  1],0.8919433758904569
[ 2  3 12 20  8  1],0.739649521762471
[ 5  9  1 11  7  1],0.8260860289683578
[11  7 15  8  2  0],0.9148221827325583
[ 3  6 20 17  4  0],0.8553255190689909
[ 5  3 15  8  6  0],0.8863496724690958
[1 2 5 9 3 1],0.9094830617959223
[ 5  1  8 20  0  1],0.9138044992702572
[2 0 9 1 3 1],0.7782962807425482
[ 9  2 11  6  2  1],0.9361793129557013
[ 4  7  6 13  4  1],0.8830465649336612
[ 4  6  5 17  5  1],0.8553268120221892
[ 7  0 10 13  6  0],0.7548792174840373
[ 2  9 12 17  0  0],0.9051564525087947
[ 7  0 11 16  5  1],0.7091254826594289
[11  4 10 14  1  0],0.9038880654213631
[ 7  6 15 17  5  1],0.8558353305150401
[ 6  6  6 11  0  1],0.9305914278237322
[ 2  3 20 12  5  0],0.8743998111253968
[ 5  4 11 15  7  0],0.8393023379696911
[11  5 16 13  0  1],0.9247405560112497
[ 9  6 11  2  1  1],0.9527077801648567
[11  6  6 18  3  0],0.8609205154435502
[ 2  2 20  5  4  0],0.9043985233440115
[ 3  0  8 18  7  0],0.7215599428618122
[11  7 14  6  0  0],0.9344017608988197
[ 5  1 11 19  8  1],0.7142410519880966
[ 4  1 10 13  8  0],0.8395517486416233
[ 9  2 10 19  1  0],0.8860892716949789
[ 9  1 20  8  4  1],0.8970240354827732
[ 0  9 15 19  1  0],0.8804897499842259
[ 0  2  6 20  3  1],0.8647366668080296
[ 5  7 19 12  1  0],0.9066858868469423
[11  3 19 14  3  1],0.8896521335279315
[ 0  9 11  1  1  0],0.9473654268452252
[10  7  7 11  8  1],0.7726825365466151
[ 7  9 13  1  4  1],0.9397434677418521
[ 3  6  5 15  1  1],0.9127900481909517
[10  0 19 10  2  1],0.8067629727166188
[ 7  0 11 13  2  0],0.8321882508825698
[ 4  8  6 19  3  0],0.8525251117370154
[7 4 4 6 2 0],0.9242300980886013
[10  6 17  7  0  0],0.9272825019989057
[ 6  4 10 14  8  1],0.7604890828203756
[ 7  4 20  6  2  1],0.9280430170700853
[ 9  4 13  8  3  0],0.9061812472136859
[ 9  1 18 18  0  1],0.9178797584556553
[ 2  0 18 14  2  1],0.8080255415146584
[ 5  9 13  5  1  1],0.9435525078637413
[ 1  6 15 19  4  1],0.8634695726737962
[ 1  9 18 10  6  1],0.8672766733658882
[1 1 6 4 0 0],0.9331307879049917
[3 0 4 6 3 0],0.8131197771155558
[7 9 6 7 4 1],0.9143130177631082
[6 7 2 6 5 1],0.9084627924272248
[11  0  7 10  2  0],0.8337092810249291
[11  0 11  4  4  0],0.794554003552001
[ 9  4  6 18  0  0],0.9041420014294891
[4 9 5 3 7 0],0.9247334447686597
[1 7 7 7 8 0],0.8815119587827207
[11  4  6 12  3  0],0.8899080089658546
[8 4 0 8 5 1],0.8914303320614122
[ 0  8 12  2  1  1],0.9481304672525985
[ 2  8 12 12  5  0],0.870581073854521
[ 5  5 20  3  1  1],0.9422821813465125
[ 4  8 17 20  8  0],0.7772540311694813
[ 4  9  2 19  2  1],0.8873647700250005
[10  0 15 10  7  1],0.6186408682853062
[1 6 1 0 0 1],0.9788948663551856
[ 5  9 15 20  8  1],0.7381200874243234
[3 2 4 8 2 0],0.9150780581704816
[ 7  1  3 18  1  0],0.8878694096582569
[11  8  3  8  7  0],0.8812586692511939
[10  9  5  0  2  1],0.9669443585348876
[ 4  7 20 17  5  0],0.8456584958920291
[ 7  1  5 10  1  0],0.9176225900645338
[2 3 8 7 6 1],0.8835576693329086
[11  1 20 16  7  0],0.8293846111675989
[ 1  8  9 13  8  0],0.8393023379696911
[3 6 3 9 2 0],0.9110079707978762
[7 2 0 2 1 0],0.9560141200832869
[ 9  6 10 15  1  1],0.9160950951561836
[ 0  1 10 11  4  1],0.8815223024083063
[ 1  6  1 15  2  1],0.8990555235477808
[ 2  3  2 20  7  0],0.7940293231441726
[ 0  9 13  3  8  0],0.9110047384148807
[ 6  0 10  5  0  1],0.8893930257070126
[ 2  2  0 11  1  1],0.9221940846874002
[ 2  4 12 14  4  0],0.8700757877446655
[ 8  3 17  0  0  1],0.9555036621606385
[11  0  0  9  8  1],0.5674859507705483
[11  5 16 16  8  0],0.8232765709639949
[ 2  9 18 15  2  1],0.8998218569083524
[ 6  1 11 16  5  0],0.8537973776840415
[ 1  6 17 20  0  0],0.8970253284359714
[ 2  1 11  9  1  1],0.9257575929969517
[ 5  9 16  5  6  0],0.9021053415516886
[ 4  6 11 11  6  1],0.8596585931221097
[ 6  5 11 16  2  0],0.8771918142615841
[ 2  1 17  3  5  1],0.8975396652182144
[ 7  6 19  3  6  1],0.8901664703101743
[ 7  4  0 14  5  1],0.8639709799240571
[11  1 12  1  6  0],0.9168594890869579
[ 1  5 10 10  7  1],0.8352522913716578
[ 2  7  4 18  3  1],0.8789732451780603
[ 4  1 20 20  5  1],0.8380371832652551
[10  0 10 20  2  1],0.7998905385822406
[ 4  0 17  4  1  0],0.8713428818788989
[ 3  8 17  2  4  1],0.9293185154001069
[ 8  9 18  5  0  1],0.9412664373140087
[10  9 15  5  0  1],0.9417743093302606
[11  8  0 20  2  0],0.8614296804130003
[ 7  0  3 15  4  1],0.7287082932086857
[ 9  2 10  8  2  0],0.915582697803738
[11  9  2 14  4  1],0.8774535079888992
[ 5  5 10 10  3  0],0.8970240354827732
[ 9  4  1 10  6  0],0.8764325921436027
[ 6  1  3 16  0  1],0.9196553710827398
[ 6  7 19  8  6  1],0.87414652159387
[ 7  4 20 16  6  0],0.8433717788656974
[0 4 2 5 5 0],0.908209502895698
[11  7 15  3  3  0],0.9277890810619593
[ 6  4  3 15  2  1],0.9010960622851758
[ 3  9 18 19  0  1],0.9127932805739472
[ 7  6 19  8  5  1],0.8888890325503553
[ 5  2 11 11  2  1],0.9150748257874861
[ 0  9  0 18  7  0],0.8146433931643116
[ 4  5 10  9  4  1],0.8982963014297993
[ 3  5  3 17  0  1],0.9188955024881591
[5 0 3 7 6 0],0.7619952440009558
[ 0  5 11  1  0  0],0.9496527903481561
[ 9  0  6 18  0  0],0.8881214062365856
[10  3  0 17  0  1],0.9188929165817628
[ 7  8 10  3  1  1],0.949150090144697
[ 0  3 15 11  1  1],0.9209244046467704
[ 0  0  1 11  0  1],0.8807475648519465
[ 6  9 14  3  1  0],0.9369449998396737
[11  2 10  3  0  0],0.9458431037496677
[10  9  3  6  1  0],0.9313512964183128
[0 9 7 3 5 1],0.9282924277420175
[ 1  9 12 19  8  1],0.73226986208844
[ 7  4 10  9  4  0],0.8952451904726932
[3 1 7 9 6 0],0.8810060261962661
[0 5 0 3 4 1],0.9427887604095662
[ 4  0 13 16  0  1],0.886853019149154
[5 2 7 7 0 1],0.9397441142184512
[ 7  9 10  0  6  1],0.9272896132414957
[7 4 7 3 0 0],0.9509289351547768
[9 5 5 1 0 0],0.9580462546248936
[ 9  4 18 17  8  1],0.7561799284014237
[ 0  0 16 13  5  1],0.7088721931279021
[4 5 7 3 4 1],0.9399941713669826
[ 1  2  9 10  4  1],0.8891487868478731
[ 3  8  3 18  6  0],0.8314148062794082
[10  0  2 13  6  1],0.6867681238421603
[ 9  1 16 10  0  0],0.9244853270499256
[10  5 19  7  0  1],0.9366878314485523
[ 8  6 10  7  2  1],0.9305849630577412
[ 8  6 18  5  8  0],0.8868472008597622
[ 2  6 13  1  0  0],0.943303097191809
[ 2  9 19 12  7  0],0.8482081995988742
[11  7 20  8  2  1],0.923973576174079
[10  0 13 15  6  1],0.6824434539848301
[ 2  9  7 15  2  1],0.9013461194337071
[4 8 8 4 5 1],0.9247347377218579
[3 5 4 0 5 1],0.9549983760507831
[ 9  2 18  6  3  0],0.9135537956451267
[ 4  2 16 12  3  1],0.8993139848921005
[11  7  2  7  1  0],0.9277903740151576
[6 2 7 7 5 0],0.9005836649327302
[1 8 5 7 1 0],0.9239793944634709
[ 4  5 19  4  6  1],0.8840648948725613
[ 9  6 14 19  3  1],0.8779594405753539
[11  1  1  6  1  1],0.934397235562626
[10  2  4  0  0  1],0.9697421799604666
[ 6  3 19 17  2  0],0.874903804282054
[ 0  6 15 15  0  1],0.9227038961334493
[ 6  5  1 13  7  0],0.8497292297412335
[ 8  7 12  4  0  1],0.9476225952363466
[ 8  9 10  2  0  1],0.9544885646047339
[ 2  7 19  1  5  1],0.923471522447219
[ 8  8 20  6  2  1],0.9282995389846076
[1 7 7 6 3 0],0.9183811657059162
[ 9  3 12 12  0  0],0.9176212971113358
[ 1  2 20 13  0  0],0.9112696645251914
[ 9  7 10 16  0  1],0.9211783406548963
[ 3  1 16 17  5  1],0.8512541387431874
[ 1  1 10 13  0  1],0.9255055964186231
[10  2  4 12  8  1],0.7665841934919977
[ 4  4  9 12  7  1],0.8166949220038913
[ 6  5  5 11  3  1],0.9049076883134615
[10  7  7  3  5  1],0.9298225085567642
[3 6 5 9 1 1],0.9300770910414893
[ 4  1 15 16  5  1],0.8532901521443887
[0 7 8 0 1 1],0.964660227414952
[ 0  4 12  9  0  0],0.9181304620807857
[ 7  3  9 14  1  1],0.9171108391886874
[10  2  6 19  7  0],0.7973311377264091
[ 2  6  3 14  2  0],0.8868556050555505
[ 2  6  5 16  0  1],0.9178791119790563
[ 9  7 15 18  1  1],0.9082114423254952
[1 8 1 5 0 1],0.9483856962139228
[ 0  2 20  7  6  1],0.877706797520426
[6 2 5 0 2 1],0.9664377794718337
[ 1  5 13  0  0  1],0.9572857395537139
[2 5 0 4 1 1],0.9481317602057968
[11  2 12 14  0  0],0.9107546812663494
[ 9  3 19  5  5  1],0.9008408333238517
[ 4  9 19  6  0  1],0.9384673229352314
[6 4 2 3 5 0],0.9349044611022788
[7 0 2 1 5 1],0.7210811622925198
[11  7 12  1  7  1],0.894485968354712
[6 1 4 3 5 0],0.9216881521009455
[ 2  4  7 11  5  1],0.8799909286403615
[ 5  5  4 17  0  0],0.9041426479060881
[ 8  8  0 14  1  1],0.9199106000440639
[5 7 7 7 1 1],0.9364338954404263
[5 8 7 6 0 0],0.932369626357213
[ 8  7 14  3  0  0],0.9397402353588566
[2 5 2 7 1 1],0.933380198576924
[ 2  2  2 16  5  1],0.8614322663193967
[11  1  4 11  8  1],0.7381181479945261
[6 4 6 2 2 0],0.9524564300631271
[ 8  5 10 19  0  1],0.9148241221623556
[ 5  6 17 12  0  0],0.9166016742192373
[5 0 3 2 0 1],0.8924402578045241
[ 2  5  3 10  5  1],0.8812631945873877
[ 8  5 14  3  0  1],0.9476232417129458
[ 5  6 12 18  1  1],0.9099922267653724
[8 1 6 9 0 1],0.9321124579660915
[ 9  4 17  7  1  1],0.9356727338926476
[ 1  0 19 17  2  0],0.8237915542228369
[ 2  2 13  5  8  1],0.8382749573584035
[5 3 5 9 2 1],0.9211796336080945
[8 2 5 9 1 1],0.930584316581142
[ 7  9  1 14  0  0],0.9105007452582234
[ 3  2  1 19  3  1],0.8766852351985304
[ 0  8 20 12  1  0],0.9094856477023188
[9 9 6 6 0 0],0.9346537574771483
[ 3  5  4 17  2  1],0.8970253284359714
[ 3  6  9 19  2  1],0.8878694096582569
[ 5  4 12  4  6  0],0.9137986809808654
[ 9  9 20  1  1  1],0.9468575548289733
[5 1 9 1 0 0],0.9445740701856371
[3 5 5 7 2 1],0.9298192761737687
[ 3  8 17 10  1  1],0.9262622326302081
[ 6  5 15  6  0  1],0.9420301847681838
[5 9 8 6 0 1],0.942285413729508
[1 5 3 3 0 1],0.9565213456229397
[1 2 8 0 0 0],0.9544859786983375
[10  3  9 11  1  1],0.9262641720600054
[ 6  5 13  1  1  1],0.9542333356434097
[ 4  6 15  3  0  0],0.9366897708783497
[10  3 15  5  5  1],0.9089745433030714
[2 2 1 8 2 1],0.9201606571925952
[ 6  7  1 16  1  1],0.9125341727530283
[6 8 3 2 0 1],0.9621150490443007
[ 4  8  0 14  5  1],0.8616836164211262
[ 2  1 20  6  2  0],0.911776243588245
[ 9  6  9 20  1  1],0.9049076883134615
[11  1 11  1  0  1],0.9463464504297259
[5 5 6 1 1 0],0.9580469011014927
[9 7 3 1 1 1],0.9705046344614436
[ 8  2 15  1  0  0],0.943557033199935
[7 2 9 1 0 0],0.9529662415091764
[ 1  0 15 18  7  1],0.6392116243733056
[ 0  4 12  7  0  1],0.9384660299820331
[0 3 8 2 0 1],0.9524519047269335
[ 7  6 12  0  2  1],0.9557621235049583
[ 5  2 11  8  4  0],0.8965155169899222
[1 1 1 1 0 1],0.9509257027717813
[7 7 8 3 0 1],0.9542333356434097
[ 8  9 10 18  1  1],0.9087206072949454
[ 4  9 13 11  0  1],0.9290626399621837
[ 3  4 10  1  4  1],0.9445701913260425
[ 8  8 11  0  0  1],0.9618598200829765
[ 6  7  0 10  0  1],0.9323644545444202
[ 2  5 15  0  0  1],0.9560095947470932
[ 1  0 12  3  0  1],0.8873628305952033
[ 8  4 11  1  7  1],0.899826382244546
[1 6 8 0 0 1],0.9649109310400825
[ 3  6 17  6  0  1],0.9407572723445585
[ 5  9  4 14  0  1],0.9242300980886013
[ 5  0 11  3  1  1],0.8627025928366255
[ 4  0 15  1  0  1],0.8942229816741986
[10  5 11  5  6  0],0.9077003379262478
[ 0  5 12 15  2  1],0.9046492269691419
[1 6 9 1 2 1],0.9577929650933668
[11  2  0  1  2  1],0.968727082404562
[4 9 4 2 0 0],0.955505601590436
[10  2  4  6  2  1],0.933125616092199
[10  5  1 19  0  1],0.9117710717754524
[10  6  3  1  1  1],0.9720308364165957
[7 5 0 5 1 1],0.9450767703890961
[ 2  8 12  9  5  0],0.8853345749131911
[ 7  5 12 16  0  1],0.919657310512537
[6 9 1 8 0 1],0.9374509324261284
[ 0  6 19 14  2  1],0.9031262573969853
[ 6  4 12  1  0  0],0.9496560227311516
[1 3 9 9 0 1],0.934905754055477
[3 6 4 1 5 1],0.9511867500224973
[ 0  7 12  1  1  1],0.9529604232197845
[7 1 7 1 2 0],0.9407611512041532
[ 8  3 20  6  1  1],0.9349102793916706
[3 5 8 1 0 1],0.9621131096145035
[7 7 4 6 0 0],0.9344043468052161
[4 2 1 6 2 1],0.933380845053523
[ 2  3 14  1  2  1],0.949913837598872
[ 5  4 14  6  0  1],0.9420288918149857
[9 0 4 5 1 1],0.8611692796388833
[ 2  2 10  4  2  1],0.9407572723445585
[11  2  5 10  1  1],0.926007650145483
[0 2 1 1 0 1],0.9669456514880856
[2 8 2 0 5 1],0.964658934461754
[ 0  1  0 19  0  0],0.8888858001673599
[ 7  5 13  2  0  1],0.9509269957249795
[4 1 8 6 4 1],0.9112593208996058
[ 3  1 19 10  1  1],0.9242294516120023
[ 5  9 12 10  0  1],0.9328755589436676
[9 4 5 1 2 0],0.9580494870078891
[ 4  9 12 15  0  1],0.9211802800846935
[ 5  3  5 19  5  1],0.8438867621245394
[3 6 0 1 2 1],0.9694908298587371
[3 6 8 2 0 1],0.9567752816310656
[0 4 4 0 5 1],0.9547412076596616
[5 9 0 1 1 1],0.9722847724247217
[ 6  8 13 15  0  1],0.9224525460317197
[6 3 0 2 0 1],0.9644037055004298
[ 9  1 11  1  0  1],0.9471114908370992
[ 7  6 15  1  2  1],0.9483889285969183
[4 6 0 0 2 0],0.9753397622414223
[ 7  3 14 20  1  1],0.9028710284356611
[10  7 12 10  5  1],0.8827893965425397
[ 9  9  4 19  5  1],0.8428729575218328
[ 1  9 18  1  0  0],0.935167447782792
[0 3 3 5 2 1],0.9366865384953542
[ 9  5 20 11  0  0],0.9216887985775446
[5 9 9 6 0 1],0.9435531543403404
[9 8 1 7 2 1],0.9298225085567642
[ 9  6 18 20  2  0],0.8606665794354242
[10  1  0 14  1  1],0.9178732936896643
[7 6 2 0 0 1],0.9758431089214805
[2 1 4 3 5 1],0.9102481022032957
[ 7  3 11 16  1  1],0.9117710717754524
[ 0  5 11  0  0  1],0.9567746351544666
[4 9 0 0 0 0],0.9771147283919075
[9 9 0 0 2 1],0.9773706038298309
[ 0  2 17  6  1  1],0.9379607438721775
[ 3  9  1 19  1  1],0.9051642102279839
[11  2 19  0  0  1],0.9499093122626785
[1 9 5 1 2 1],0.963642543952651
[ 5  0 11  5  1  1],0.8624376667263149
[ 9  2 10 10  1  1],0.9277877881087612
[4 7 8 1 2 1],0.9567752816310656
[6 2 5 0 1 1],0.967201526926009
[10  4  7  1  2  1],0.9610986585351978
[ 8  6 13  5  2  1],0.9369430604098765
[0 7 0 1 2 1],0.9687257894513637
[ 8  6 13  1  2  1],0.9516939755621502
[ 4  9  7 16  2  0],0.8797344067258391
[10  8  3  1  0  1],0.9705046344614436
[4 1 5 1 1 1],0.9478752382912744
[3 5 4 1 0 1],0.9684712069666387
[10  6  8  2  0  1],0.9570305105923897
[10  5  1 11  1  0],0.9130439841990776
[ 7  4 13  2  0  1],0.9516907431791547
[8 3 4 7 5 1],0.9018578703095537
[3 7 6 2 1 0],0.9529623626495818
[8 0 0 0 5 1],0.7261695796040253
[ 3  2 15  0  2  1],0.952455137109929
[0 7 4 3 2 1],0.9534721740956309
[ 1  7 13  6  0  0],0.9298238015099625
[5 4 3 1 0 1],0.9710118600010964
[ 0  3  0 16  1  0],0.8899067160126565
[ 6  5  5 15  0  1],0.9219440275388687
[8 7 8 7 2 1],0.930838252589268
[0 6 5 6 0 1],0.9420308312447829
[ 8  9 14  1  0  0],0.9445714842792406
[11  2 15  0  2  1],0.9494033796762238
[6 9 3 5 1 1],0.9455891677415418
[8 8 0 6 0 1],0.9460963932811945
